DataSet
4
X
Y
Co
Ni
11	8	0	-999
8	30	0	-999
9	48	6.058799835	-999
8	69	11.72879984	-999
9	90	11.12670016	-999
10	110	15.85440033	-999
9	129	5.192100084	-999
11	150	0.845099978	-999
10	170	10.4895	-999
8	188	4.714200165	-999
9	209	5.070600084	-999
10	231	2.21669996	-999
11	250	2.18969996	-999
10	269	3.356100084	-999
8	288	5.076	-999
31	11	0.774900022	-999
29	29	2.10869996	-999
28	51	7.886700165	-999
31	68	24.17040033	-999
28	88	18.97019934	-999
30	110	13.23809967	-999
28	130	3.674700165	-999
28	150	9.045	-999
30	171	7.479	-999
28	190	5.564700165	-999
31	209	0.6615	-999
28	229	5.348700165	-999
30	250	1.628099978	-999
31	269	8.440200165	-999
31	289	6.504299835	-999
49	11	17.63909967	-999
49	29	2.602800041	-999
51	48	2.835	-999
49	68	1.020599978	-999
50	88	22.16159967	-999
51	109	12.16890033	-999
48	129	5.140799835	-999
49	151	20.87909967	-999
51	168	26.24130066	-999
48	190	20.58480066	-999
50	211	26.14409967	-999
49	231	10.65690033	-999
51	250	9.261	-999
50	268	23.32259967	-999
51	290	4.309200165	-999
71	9	12.03659967	-999
71	29	18.17909967	-999
70	51	6.820200165	-999
68	70	14.5125	-999
69	90	0	-999
68	110	8.885700165	-999
68	128	17.45009967	-999
69	148	16.63740033	-999
69	169	20.55509967	-999
70	191	24.786	-999
69	208	2.629800041	-999
69	229	0	-999
68	250	0	-999
71	268	0	-999
71	288	0.064800003	-999
91	11	9.944099671	-999
91	29	2.47319996	-999
90	49	17.67690033	-999
91	68	17.4285	-999
91	91	24.49440033	-999
91	111	22.31009967	-999
89	130	26.33309967	-999
88	149	14.87969934	-999
89	170	4.1985	-999
89	188	0.288899995	-999
90	211	0	-999
90	230	0	-999
88	249	0	-999
88	269	0.326700011	-999
88	288	1.679400022	-999
109	11	10.78920016	-999
111	31	4.768200165	-999
108	49	10.854	-999
109	68	7.036200165	-999
108	88	5.184	-999
110	109	6.415200165	-999
109	129	18.954	-999
110	148	1.0395	-999
111	169	0.596700011	-999
111	191	0.0729	-999
110	208	0.483299989	-999
109	230	4.703399916	-999
109	249	0.348299989	-999
109	268	5.070600084	-999
111	291	7.257599671	-999
130	9	15.4575	-999
131	31	0.785700011	-999
130	48	2.030399916	-999
128	70	10.79729984	-999
129	90	6.563700165	-999
131	109	0	-999
129	128	6.606899916	-999
131	148	5.000399916	-999
131	169	0.702	-999
129	191	0	-999
128	209	2.708100084	-999
130	231	14.31809967	-999
131	248	2.899800041	-999
128	269	4.301100084	-999
131	288	1.908899916	-999
148	8	7.025400329	-999
149	29	8.802	-999
150	49	8.982900329	-999
151	69	14.34509967	-999
150	89	14.77440033	-999
150	109	13.03290033	-999
150	129	2.27069996	-999
150	151	0.126899995	-999
149	169	4.876200165	-999
151	190	0	-999
148	208	9.244799835	-999
150	228	16.26209967	-999
149	251	5.645700165	-999
149	271	2.143800041	-999
148	291	2.81069996	-999
168	8	12.042	-999
171	29	5.127299835	-999
169	49	7.570799835	-999
168	69	0	-999
168	91	13.48109967	-999
171	109	12.34709967	-999
168	131	9.212400329	-999
171	150	0	-999
171	171	5.624100084	-999
169	191	2.691899916	-999
170	210	17.18819934	-999
170	230	4.673700165	-999
169	249	0.459	-999
168	271	7.643700165	-999
168	290	0.834299989	-999
190	11	9.4095	-999
191	28	6.004799835	-999
191	48	1.59569996	-999
190	69	0	-999
190	89	8.802	-999
188	111	8.777700165	-999
191	129	3.096899916	-999
189	149	13.00320016	-999
190	169	8.750700165	-999
190	189	0.294299989	-999
188	210	8.988299835	-999
191	231	4.978799835	-999
190	248	3.958200165	-999
189	270	2.484	-999
189	290	0.0675	-999
211	11	9.668700165	-999
209	30	12.77909967	-999
211	49	8.337599671	-999
210	70	10.98359967	-999
209	90	21.92669934	-999
210	111	9.171900329	-999
211	130	6.045299835	-999
208	151	18.1845	-999
209	168	3.807	-999
208	191	1.668599978	-999
210	211	6.974099671	-999
211	228	15.93809967	-999
211	250	4.506299835	-999
208	268	3.380399916	-999
208	289	0.791099978	-999
231	10	16.67519934	-999
